DOCTNMBR,ACCDDATE,NTFYHOUR,COUNTY,MUNICIPALITY,MUNITYPE,ONHWYRP,ONHWYDIR,ONHWY,ONSTR,ATHWY,ATSTR,INTDIR,INTDIS,ACCDSVR,INJSVR,TOTFATL,TOTINJ,ACCDTYPE,MNRCOLL,ACCDLOC,HWYCLASS,CONSZONE,ALCFLAG,BIKEFLAG,CYCLFLAG,PEDFLAG,TOTVEH,LATDECDG,LONDECDG,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,tract_id
M5L022XVSF,2/16/2019,20,MILWAUKEE,MILWAUKEE,C,,,,N 39TH ST,,W DOUGLAS AVE,S,8,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.130153,-87.96088,POINT (-87.96088 43.130153),299.0,55,079,001100,55079001100,1400000US55079001100,11,Census Tract 11,G5020,S,3173535.0,0.0,+43.1276896,-087.9690147,001100
J9L1FGX4RS,5/22/2023,18,MILWAUKEE,MILWAUKEE,C,,,,N 39TH ST,,W GARFIELD AVE,N,2,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.05958,-87.962306,POINT (-87.962306 43.05958),114.0,55,079,009000,55079009000,1400000US55079009000,90,Census Tract 90,G5020,S,503057.0,0.0,+43.0603558,-087.9610838,009000
J9L0T6RP4F,11/8/2019,22,MILWAUKEE,MILWAUKEE,C,,,,N 39TH ST,,W HAMPTON AVE,S,1,PD,,0,0,PED,ANGL,N,U CITY,,,,,Y,1,43.104499,-87.961531,POINT (-87.961531 43.104499),234.0,55,079,002600,55079002600,1400000US55079002600,26,Census Tract 26,G5020,S,697794.0,0.0,+43.1006683,-087.9619353,002600
J9L0H32KVM,12/27/2019,20,MILWAUKEE,MILWAUKEE,C,,,,N 39TH ST,,W KEEFE AVE,S,2,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,2,43.082219,-87.962227,POINT (-87.962227 43.082219),148.0,55,079,004800,55079004800,1400000US55079004800,48,Census Tract 48,G5020,S,997450.0,0.0,+43.0770302,-087.9623023,004800
M5L0F2KRBN,12/30/2019,11,MILWAUKEE,MILWAUKEE,C,,,,N 39TH ST,,W SILVER SPRING DR,,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.119194,-87.961104,POINT (-87.961104 43.119194),298.0,55,079,001000,55079001000,1400000US55079001000,10,Census Tract 10,G5020,S,1540160.0,0.0,+43.1246522,-087.9534894,001000
T34LK38,7/20/2016,16,MILWAUKEE,MILWAUKEE,C,,,,N 39TH ST,,W THURSTON AVE,N,6,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.1223113,-87.9610337,POINT (-87.9610337 43.1223113),298.0,55,079,001000,55079001000,1400000US55079001000,10,Census Tract 10,G5020,S,1540160.0,0.0,+43.1246522,-087.9534894,001000
J9L07FFP4F,6/26/2017,13,MILWAUKEE,MILWAUKEE,C,,,,N 39TH ST,,W WRIGHT ST,S,6,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.063448,-87.962256,POINT (-87.962256 43.063448),114.0,55,079,009000,55079009000,1400000US55079009000,90,Census Tract 90,G5020,S,503057.0,0.0,+43.0603558,-087.9610838,009000
QPS7FZR,12/21/2015,7,MILWAUKEE,MILWAUKEE,C,,,,N 3RD ST,,E CLYBOURN ST, ,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.035996,-87.9145325,POINT (-87.9145325 43.035996),50.0,55,079,186300,55079186300,1400000US55079186300,1863,Census Tract 1863,G5020,S,1192482.0,35023.0,+43.0408345,-087.9174316,186300
J9L2TVJ8XT,9/1/2023,17,MILWAUKEE,MILWAUKEE,C,,,,N 3RD ST,,W VIENNA AVE,S,5,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.084799,-87.913679,POINT (-87.913679 43.084799),288.0,55,079,004400,55079004400,1400000US55079004400,44,Census Tract 44,G5020,S,2230454.0,162274.0,+43.0911323,-087.9060074,004400
06L2CPTJP9,8/15/2022,22,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST,,N HOPKINS ST,N,1,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.110245,-87.962505,POINT (-87.962505 43.110245),284.0,55,079,002500,55079002500,1400000US55079002500,25,Census Tract 25,G5020,S,555002.0,0.0,+43.1079640,-087.9621803,002500
J9L13W8HK4,3/15/2017,13,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST,,W CENTER ST,N,5,INJ,C,0,1,PK VEH,NO,N,U CITY,,,,,Y,2,43.068614,-87.96335,POINT (-87.96335 43.068614),161.0,55,079,006200,55079006200,1400000US55079006200,62,Census Tract 62,G5020,S,470068.0,0.0,+43.0679027,-087.9609713,006200
QQF14VX,1/1/2013,19,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST,,W CENTER ST,S,2,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0676224,-87.9633643,POINT (-87.9633643 43.0676224),161.0,55,079,006200,55079006200,1400000US55079006200,62,Census Tract 62,G5020,S,470068.0,0.0,+43.0679027,-087.9609713,006200
J9L1C884K4,9/17/2021,22,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST,,W GARFIELD AVE,,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.059244,-87.96348,POINT (-87.96348 43.059244),114.0,55,079,009000,55079009000,1400000US55079009000,90,Census Tract 90,G5020,S,503057.0,0.0,+43.0603558,-087.9610838,009000
J9L097RB1R,5/25/2019,16,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST,,W LISBON AVE,,0,INJ,C,0,1,PED,ANGL,I,U CITY,,,,,Y,1,43.055685,-87.963537,POINT (-87.963537 43.055685),124.0,55,079,009600,55079009600,1400000US55079009600,96,Census Tract 96,G5020,S,993228.0,43754.0,+43.0534313,-087.9671865,009600
QQ08XDC,2/25/2016,13,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST,,W VILLARD AVE, ,0,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,43.111946,-87.9624639,POINT (-87.9624639 43.111946),230.0,55,079,002000,55079002000,1400000US55079002000,20,Census Tract 20,G5020,S,1059898.0,17008.0,+43.1147217,-087.9682901,002000
J9L2RKD6NL,10/4/2022,12,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST,,W VILLARD AVE,S,6,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.111092,-87.962484,POINT (-87.962484 43.111092),284.0,55,079,002500,55079002500,1400000US55079002500,25,Census Tract 25,G5020,S,555002.0,0.0,+43.1079640,-087.9621803,002500
J9L0LBLHP8,11/5/2018,17,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST (1),,W LISBON AVE,S,7,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.054631,-87.963591,POINT (-87.963591 43.054631),124.0,55,079,009600,55079009600,1400000US55079009600,96,Census Tract 96,G5020,S,993228.0,43754.0,+43.0534313,-087.9671865,009600
J9L1351TKK,7/8/2018,13,MILWAUKEE,MILWAUKEE,C,,,,N 40TH ST (1),,W NORTH AVE,,0,INJ,A,0,5,,ANGL,I,U CITY,,,,,Y,2,43.060616,-87.963484,POINT (-87.963484 43.060616),114.0,55,079,009000,55079009000,1400000US55079009000,90,Census Tract 90,G5020,S,503057.0,0.0,+43.0603558,-087.9610838,009000
J9L1G5WRBK,8/2/2020,20,MILWAUKEE,MILWAUKEE,C,,,,N 41ST ST,145,W FOND DU LAC AVE,S,2,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.080159,-87.964361,POINT (-87.964361 43.080159),148.0,55,079,004800,55079004800,1400000US55079004800,48,Census Tract 48,G5020,S,997450.0,0.0,+43.0770302,-087.9623023,004800
M5L0BNZMH8,12/25/2019,17,MILWAUKEE,MILWAUKEE,C,,,,N 41ST ST,,W CENTER ST,N,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.067952,-87.964532,POINT (-87.964532 43.067952),161.0,55,079,006200,55079006200,1400000US55079006200,62,Census Tract 62,G5020,S,470068.0,0.0,+43.0679027,-087.9609713,006200
9GX9NF5,3/7/2010,17,MILWAUKEE,MILWAUKEE,C,,,,N 42ND PL,,W BURLEIGH ST,N,4,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0757563,-87.9667083,POINT (-87.9667083 43.0757563),148.0,55,079,004800,55079004800,1400000US55079004800,48,Census Tract 48,G5020,S,997450.0,0.0,+43.0770302,-087.9623023,004800
J9L1FW8HR0,8/2/2023,17,MILWAUKEE,MILWAUKEE,C,,,,N 42ND ST,190,W CAPITOL DR,S,9,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.088434,-87.965368,POINT (-87.965368 43.088434),176.0,55,079,003900,55079003900,1400000US55079003900,39,Census Tract 39,G5020,S,669222.0,0.0,+43.0862029,-087.9621467,003900
J9L0CHNC4K,7/18/2017,1,MILWAUKEE,MILWAUKEE,C,,,,N 42ND ST,,W AUER AVE,S,6,INJ,B,0,1,OBNFX,NO,N,U CITY,,,,,Y,1,43.076118,-87.965552,POINT (-87.965552 43.076118),148.0,55,079,004800,55079004800,1400000US55079004800,48,Census Tract 48,G5020,S,997450.0,0.0,+43.0770302,-087.9623023,004800
J9L0CS9LVV,4/9/2017,15,MILWAUKEE,MILWAUKEE,C,,,,N 42ND ST,,W COURTLAND AVE,N,3,INJ,B,0,1,PED,BLNK,N,U CITY,,,,,Y,1,43.101156,-87.965108,POINT (-87.965108 43.101156),234.0,55,079,002600,55079002600,1400000US55079002600,26,Census Tract 26,G5020,S,697794.0,0.0,+43.1006683,-087.9619353,002600
M5L08M7RBT,8/4/2018,15,MILWAUKEE,MILWAUKEE,C,,,,N 42ND ST,,W DERBY PL,S,0,INJ,A,0,1,,NO,I,U CITY,,,,,Y,1,43.103697,-87.965077,POINT (-87.965077 43.103697),234.0,55,079,002600,55079002600,1400000US55079002600,26,Census Tract 26,G5020,S,697794.0,0.0,+43.1006683,-087.9619353,002600
QQB5732,3/29/2014,12,MILWAUKEE,MILWAUKEE,C,,,,N 43RD ST,,W BOEHLKE AVE,N,1,INJ,C,0,1,PED,NO,N,U CITY,,Y,,,Y,1,43.1427135,-87.9656665,POINT (-87.9656665 43.1427135),274.0,55,079,000900,55079000900,1400000US55079000900,9,Census Tract 9,G5020,S,3476717.0,31259.0,+43.1518387,-087.9569545,000900
J9L1PS9LXQ,7/6/2021,15,MILWAUKEE,MILWAUKEE,C,,,,N 43RD ST,,W THURSTON AVE,N,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.12164,-87.966245,POINT (-87.966245 43.12164),299.0,55,079,001100,55079001100,1400000US55079001100,11,Census Tract 11,G5020,S,3173535.0,0.0,+43.1276896,-087.9690147,001100
J9L0K2BCDW,6/4/2019,21,MILWAUKEE,MILWAUKEE,C,,,,N 44TH ST,,W AUER AVE,N,4,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.077606,-87.968633,POINT (-87.968633 43.077606),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
J9L0CHNC7K,9/19/2018,19,MILWAUKEE,MILWAUKEE,C,,,,N 44TH ST,,W CENTER ST,S,0,INJ,C,0,2,PED,HEAD,N,U CITY,,,,,Y,1,43.067846,-87.96877,POINT (-87.96877 43.067846),160.0,55,079,006100,55079006100,1400000US55079006100,61,Census Tract 61,G5020,S,520490.0,0.0,+43.0679124,-087.9684751,006100
J9L1LVN02P,11/30/2023,17,MILWAUKEE,MILWAUKEE,C,,,,N 44TH ST,,W CHAMBERS ST,S,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.07332,-87.968697,POINT (-87.968697 43.07332),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
QPV1J0X,12/30/2016,13,MILWAUKEE,MILWAUKEE,C,,,,N 44TH ST,,W GLENDALE AVE, ,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.100777,-87.9681182,POINT (-87.9681182 43.100777),235.0,55,079,002700,55079002700,1400000US55079002700,27,Census Tract 27,G5020,S,686072.0,0.0,+43.1008270,-087.9717683,002700
J9L2RJ55NQ,10/10/2021,19,MILWAUKEE,MILWAUKEE,C,,,,N 44TH ST,,W HADLEY ST,S,6,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.068843,-87.968757,POINT (-87.968757 43.068843),160.0,55,079,006100,55079006100,1400000US55079006100,61,Census Tract 61,G5020,S,520490.0,0.0,+43.0679124,-087.9684751,006100
J9L0FZQKSB,4/30/2017,12,MILWAUKEE,MILWAUKEE,C,,,,N 44TH ST,,W LISBON AVE,N,2,INJ,C,0,1,PED,BLNK,N,U CITY,,,,,Y,1,43.058926,-87.968865,POINT (-87.968865 43.058926),115.0,55,079,009100,55079009100,1400000US55079009100,91,Census Tract 91,G5020,S,508700.0,0.0,+43.0606753,-087.9685281,009100
J9L0BC3B1R,6/8/2018,15,MILWAUKEE,MILWAUKEE,C,,,,N 44TH ST,,W MEINECKE AVE,N,4,INJ,B,0,1,,NO,N,U CITY,,,,,Y,1,43.063074,-87.968845,POINT (-87.968845 43.063074),115.0,55,079,009100,55079009100,1400000US55079009100,91,Census Tract 91,G5020,S,508700.0,0.0,+43.0606753,-087.9685281,009100
QPV3QTV,4/14/2016,16,MILWAUKEE,MILWAUKEE,C,,,,N 44TH ST,,W WRIGHT ST,N,4,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0648234,-87.9688186,POINT (-87.9688186 43.0648234),160.0,55,079,006100,55079006100,1400000US55079006100,61,Census Tract 61,G5020,S,520490.0,0.0,+43.0679124,-087.9684751,006100
J9L08M7RBC,4/4/2019,15,MILWAUKEE,MILWAUKEE,C,,,,N 45TH ST,,W CONCORDIA AVE,N,4,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.079803,-87.969775,POINT (-87.969775 43.079803),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
J9L0BJ1GGP,7/22/2017,13,MILWAUKEE,MILWAUKEE,C,,,,N 45TH ST,,W HOPE AVE,,0,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,43.093354,-87.969869,POINT (-87.969869 43.093354),143.0,55,079,004000,55079004000,1400000US55079004000,40,Census Tract 40,G5020,S,637861.0,0.0,+43.0934614,-087.9720518,004000
J9L0L6WF3G,4/16/2023,20,MILWAUKEE,MILWAUKEE,C,,,,N 45TH ST,,W VILLARD AVE,N,1,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.112065,-87.968928,POINT (-87.968928 43.112065),230.0,55,079,002000,55079002000,1400000US55079002000,20,Census Tract 20,G5020,S,1059898.0,17008.0,+43.1147217,-087.9682901,002000
QQD28DS,5/7/2016,12,MILWAUKEE,MILWAUKEE,C,,,,N 45TH ST,,W WRIGHT ST, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0642677,-87.9700067,POINT (-87.9700067 43.0642677),160.0,55,079,006100,55079006100,1400000US55079006100,61,Census Tract 61,G5020,S,520490.0,0.0,+43.0679124,-087.9684751,006100
J9L0K61GFL,3/4/2017,19,MILWAUKEE,MILWAUKEE,C,,,,N 46TH ST,,W HADLEY ST,,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.069745,-87.971167,POINT (-87.971167 43.069745),160.0,55,079,006100,55079006100,1400000US55079006100,61,Census Tract 61,G5020,S,520490.0,0.0,+43.0679124,-087.9684751,006100
QQDLK5R,12/8/2016,15,MILWAUKEE,MILWAUKEE,C,,,,N 46TH ST,,W LLOYD ST, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.057104,-87.9712346,POINT (-87.9712346 43.057104),115.0,55,079,009100,55079009100,1400000US55079009100,91,Census Tract 91,G5020,S,508700.0,0.0,+43.0606753,-087.9685281,009100
J9L1LZ4285,6/11/2022,21,MILWAUKEE,MILWAUKEE,C,,,,N 46TH ST,,W NORTH AVE,N,6,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.061479,-87.971284,POINT (-87.971284 43.061479),115.0,55,079,009100,55079009100,1400000US55079009100,91,Census Tract 91,G5020,S,508700.0,0.0,+43.0606753,-087.9685281,009100
QQD28DJ,3/16/2016,6,MILWAUKEE,MILWAUKEE,C,,,,N 46TH ST,,W STATE ST, ,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.0426033,-87.9710204,POINT (-87.9710204 43.0426033),119.0,55,079,012400,55079012400,1400000US55079012400,124,Census Tract 124,G5020,S,1319164.0,0.0,+43.0458056,-087.9767853,012400
J9L2RC7153,10/11/2021,21,MILWAUKEE,MILWAUKEE,C,,,,N 47TH ST,,W CENTER ST,N,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.068089,-87.972408,POINT (-87.972408 43.068089),160.0,55,079,006100,55079006100,1400000US55079006100,61,Census Tract 61,G5020,S,520490.0,0.0,+43.0679124,-087.9684751,006100
QQ24GX8,5/8/2016,16,MILWAUKEE,MILWAUKEE,C,,,,N 47TH ST,,W CENTER ST,N,5,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0686931,-87.9724007,POINT (-87.9724007 43.0686931),160.0,55,079,006100,55079006100,1400000US55079006100,61,Census Tract 61,G5020,S,520490.0,0.0,+43.0679124,-087.9684751,006100
M5L0D0GSFQ,6/17/2019,15,MILWAUKEE,MILWAUKEE,C,,,,N 47TH ST,,W CLARKE ST,N,4,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.06664,-87.972426,POINT (-87.972426 43.06664),160.0,55,079,006100,55079006100,1400000US55079006100,61,Census Tract 61,G5020,S,520490.0,0.0,+43.0679124,-087.9684751,006100
J9L2R1BQDF,1/30/2023,12,MILWAUKEE,MILWAUKEE,C,,,,N 47TH ST,,W HAMPTON AVE,N,1,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,43.104737,-87.971453,POINT (-87.971453 43.104737),236.0,55,079,002800,55079002800,1400000US55079002800,28,Census Tract 28,G5020,S,657403.0,0.0,+43.1083062,-087.9714196,002800
J9L1CF68ZG,5/4/2022,20,MILWAUKEE,MILWAUKEE,C,,,,N 47TH ST,,W LLOYD ST,S,1,PD,O,0,0,PED,UNKN,N,U CITY,,,,,Y,1,43.056925,-87.972433,POINT (-87.972433 43.056925),293.0,55,079,009500,55079009500,1400000US55079009500,95,Census Tract 95,G5020,S,510256.0,0.0,+43.0530093,-087.9753536,009500
M5L126N147,10/7/2019,16,MILWAUKEE,MILWAUKEE,C,,,,N 47TH ST,,W VLIET ST,,0,PD,,0,0,PED,NO,I,U CITY,,,,,Y,1,43.048815,-87.972454,POINT (-87.972454 43.048815),293.0,55,079,009500,55079009500,1400000US55079009500,95,Census Tract 95,G5020,S,510256.0,0.0,+43.0530093,-087.9753536,009500
M5L0GD2Z21,11/4/2019,17,MILWAUKEE,MILWAUKEE,C,,,,N 48TH ST,,W CENTER ST,S,4,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.067345,-87.973715,POINT (-87.973715 43.067345),158.0,55,079,006000,55079006000,1400000US55079006000,60,Census Tract 60,G5020,S,414269.0,0.0,+43.0679479,-087.9755401,006000
J9L0KSK141,6/6/2017,19,MILWAUKEE,MILWAUKEE,C,,,,N 48TH ST,,W CLARKE ST,N,4,INJ,B,0,1,PED,ANGL,N,U CITY,,,,,Y,2,43.066748,-87.973722,POINT (-87.973722 43.066748),158.0,55,079,006000,55079006000,1400000US55079006000,60,Census Tract 60,G5020,S,414269.0,0.0,+43.0679479,-087.9755401,006000
J9L0K61GFN,3/16/2017,17,MILWAUKEE,MILWAUKEE,C,,,,N 48TH ST,,W CONCORDIA AVE,S,3,INJ,B,0,1,PED,BLNK,PP,U CITY,,,,,Y,1,43.078728,-87.973749,POINT (-87.973749 43.078728),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
J9L1SMH5JX,8/15/2021,17,MILWAUKEE,MILWAUKEE,C,,,,N 48TH ST,,W GARFIELD AVE,N,4,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.059902,-87.973554,POINT (-87.973554 43.059902),116.0,55,079,009200,55079009200,1400000US55079009200,92,Census Tract 92,G5020,S,407897.0,0.0,+43.0606901,-087.9756047,009200
J9L09597XR,6/23/2019,13,MILWAUKEE,MILWAUKEE,C,,,,N 48TH ST,,W GLENDALE AVE,S,3,INJ,A,0,1,,BLNK,PP,U CITY,,,,,Y,1,43.100452,-87.97329,POINT (-87.97329 43.100452),235.0,55,079,002700,55079002700,1400000US55079002700,27,Census Tract 27,G5020,S,686072.0,0.0,+43.1008270,-087.9717683,002700
06L190C3BK,5/22/2021,16,MILWAUKEE,MILWAUKEE,C,,,,N 48TH ST,,W HAMPTON AVE,S,8,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.103488,-87.973222,POINT (-87.973222 43.103488),235.0,55,079,002700,55079002700,1400000US55079002700,27,Census Tract 27,G5020,S,686072.0,0.0,+43.1008270,-087.9717683,002700
J9L1J8VN2Z,11/9/2021,15,MILWAUKEE,MILWAUKEE,C,,,,N 49TH ST,,W CENTER ST,N,1,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.068056,-87.974937,POINT (-87.974937 43.068056),158.0,55,079,006000,55079006000,1400000US55079006000,60,Census Tract 60,G5020,S,414269.0,0.0,+43.0679479,-087.9755401,006000
J9L0L6WDSB,4/3/2021,14,MILWAUKEE,MILWAUKEE,C,,,,N 49TH ST,,W VILLARD AVE,N,0,INJ,B,0,2,PED,NO,I,U CITY,,,,,Y,1,43.112019,-87.973837,POINT (-87.973837 43.112019),230.0,55,079,002000,55079002000,1400000US55079002000,20,Census Tract 20,G5020,S,1059898.0,17008.0,+43.1147217,-087.9682901,002000
QPRW2RL,10/29/2015,13,MILWAUKEE,MILWAUKEE,C,,,,N 49TH ST,,W VINE ST,N,4,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0557849,-87.97471,POINT (-87.97471 43.0557849),293.0,55,079,009500,55079009500,1400000US55079009500,95,Census Tract 95,G5020,S,510256.0,0.0,+43.0530093,-087.9753536,009500
J9L02KRB1L,7/13/2017,10,MILWAUKEE,MILWAUKEE,C,,,,N 4TH ST,,W CHAMBERS ST,S,5,INJ,A,0,1,PED,REAR,N,U CITY,,,,,Y,1,43.07225,-87.915481,POINT (-87.915481 43.07225),290.0,55,079,007000,55079007000,1400000US55079007000,70,Census Tract 70,G5020,S,663450.0,0.0,+43.0742456,-087.9112246,007000
J9L0MN3P5X,6/24/2018,18,MILWAUKEE,MILWAUKEE,C,,,,N 4TH ST,,W RANDOLPH ST,S,8,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.080116,-87.915155,POINT (-87.915155 43.080116),167.0,55,079,006900,55079006900,1400000US55079006900,69,Census Tract 69,G5020,S,503376.0,0.0,+43.0797954,-087.9107818,006900
QPVLK8C,6/6/2016,16,MILWAUKEE,MILWAUKEE,C,,,,N 4TH ST,,W WRIGHT ST,S,2,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.0636343,-87.9155873,POINT (-87.9155873 43.0636343),12.0,55,079,185600,55079185600,1400000US55079185600,1856,Census Tract 1856,G5020,S,676083.0,0.0,+43.0602672,-087.9146907,185600
J9L1CR2KVJ,11/4/2020,16,MILWAUKEE,MILWAUKEE,C,,,,N 50TH ST,,W AUER AVE,S,1,INJ,B,0,1,PED,ANGL,I,U CITY,,,,,Y,1,43.076899,-87.976028,POINT (-87.976028 43.076899),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
06L17W13BS,3/8/2021,19,MILWAUKEE,MILWAUKEE,C,,,,N 50TH ST,,W CENTER ST,S,0,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,43.067935,-87.9762,POINT (-87.9762 43.067935),158.0,55,079,006000,55079006000,1400000US55079006000,60,Census Tract 60,G5020,S,414269.0,0.0,+43.0679479,-087.9755401,006000
06L1VSX4FL,6/25/2020,18,MILWAUKEE,MILWAUKEE,C,,,,N 50TH ST,,W MEINECKE AVE,N,4,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.063102,-87.976268,POINT (-87.976268 43.063102),116.0,55,079,009200,55079009200,1400000US55079009200,92,Census Tract 92,G5020,S,407897.0,0.0,+43.0606901,-087.9756047,009200
J9L0LHJN14,4/22/2018,21,MILWAUKEE,MILWAUKEE,C,,,,N 51ST BLVD,,W AUER AVE,N,6,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,43.078027,-87.977169,POINT (-87.977169 43.078027),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
J9L1H97RBW,7/10/2021,15,MILWAUKEE,MILWAUKEE,C,,,,N 51ST BLVD,,W BURLEIGH ST,N,6,PD,,0,0,PED,NO,N,U CITY,,,,,Y,1,43.076157,-87.977203,POINT (-87.977203 43.076157),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
J9L07X84FD,12/19/2017,13,MILWAUKEE,MILWAUKEE,C,,,,N 51ST BLVD,,W BURLEIGH ST,,0,INJ,B,0,1,,NO,I,U CITY,,,,,Y,1,43.075276,-87.977215,POINT (-87.977215 43.075276),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
J9L17W13F2,1/10/2018,19,MILWAUKEE,MILWAUKEE,C,,,,N 51ST BLVD,,W CONCORDIA AVE,,0,PD,,0,0,PED,NO,I,U CITY,,,,,Y,1,43.079089,-87.977143,POINT (-87.977143 43.079089),149.0,55,079,004900,55079004900,1400000US55079004900,49,Census Tract 49,G5020,S,987987.0,0.0,+43.0770613,-087.9723152,004900
QQ08XGP,10/18/2016,20,MILWAUKEE,MILWAUKEE,C,,,,N 51ST BLVD,,W HAMPTON AVE, ,0,INJ,A,0,1,,ANGL,I,U CITY,,,,,Y,1,43.1046769,-87.9764741,POINT (-87.9764741 43.1046769),236.0,55,079,002800,55079002800,1400000US55079002800,28,Census Tract 28,G5020,S,657403.0,0.0,+43.1083062,-087.9714196,002800
J9L2RJ55L0,3/4/2021,17,MILWAUKEE,MILWAUKEE,C,,,,N 51ST BLVD,,W HOPE AVE,S,0,INJ,B,0,1,,ANGL,I,U CITY,,,,,Y,2,43.093465,-87.976893,POINT (-87.976893 43.093465),143.0,55,079,004000,55079004000,1400000US55079004000,40,Census Tract 40,G5020,S,637861.0,0.0,+43.0934614,-087.9720518,004000
QQ9RCJ5,8/2/2016,14,MILWAUKEE,MILWAUKEE,C,,,,N 51ST BLVD,,W SILVER SPRING DR, ,0,INJ,C,0,2,PED,NO,I,U CITY,,,,,Y,1,43.1193418,-87.976023,POINT (-87.976023 43.1193418),299.0,55,079,001100,55079001100,1400000US55079001100,11,Census Tract 11,G5020,S,3173535.0,0.0,+43.1276896,-087.9690147,001100
